01012013	-4
02012013	2
03012013	-1
04012013	0
05012013	2
06012013	0
07012013	0
08012013	4
09012013	4
10012013	3
11012013	-1
12012013	3
13012013	3
14012013	3
15012013	1
16012013	1
17012013	-2
19012013	-1
20012013	0
21012013	2
22012013	1
23012013	-2
24012013	2
25012013	-2
26012013	0
28012013	0
29012013	0
30012013	-1
31012013	0
01022013	1
02022013	3
03022013	1
04022013	0
05022013	2
06022013	1
07022013	0
08022013	-2
09022013	-3
10022013	-4
12022013	-2
13022013	-3
15022013	-2
16022013	-1
17022013	0
18022013	1
19022013	-2
20022013	1
21022013	0
23022013	-1
24022013	0
25022013	1
26022013	-1
27022013	1
28022013	5
01032013	1
02032013	4
03032013	0
04032013	1
05032013	2
06032013	6
07032013	6
08032013	8
09032013	6
10032013	7
11032013	4
12032013	6
13032013	6
14032013	3
15032013	2
16032013	-1
17032013	0
18032013	0
19032013	-1
20032013	2
21032013	3
22032013	2
23032013	6
24032013	5
25032013	4
26032013	3
27032013	4
28032013	4
29032013	4
30032013	6
31032013	3
01042013	6
02042013	7
03042013	6
04042013	7
05042013	7
06042013	4
07042013	9
08042013	6
09042013	6
10042013	3
11042013	9
12042013	12
13042013	7
14042013	8
15042013	11
16042013	15
17042013	14
18042013	13
19042013	14
20042013	10
21042013	11
22042013	11
23042013	11
24042013	9
25042013	10
26042013	14
27042013	14
28042013	13
29042013	15
30042013	14
01052013	14
02052013	16
03052013	12
04052013	11
05052013	12
06052013	14
07052013	11
08052013	12
09052013	15
10052013	16
11052013	12
12052013	13
13052013	12
14052013	13
15052013	13
16052013	13
17052013	13
18052013	11
19052013	12
20052013	11
21052013	12
22052013	9
23052013	12
24052013	7
25052013	9
26052013	6
27052013	12
28052013	15
29052013	11
30052013	10
31052013	11
01062013	13
03062013	15
04062013	14
05062013	17
06062013	16
07062013	17
08062013	17
09062013	14
10062013	14
11062013	15
12062013	17
13062013	19
14062013	19
15062013	20
16062013	21
17062013	22
18062013	22
19062013	24
20062013	23
21062013	20
22062013	19
23062013	20
24062013	17
25062013	14
26062013	17
27062013	13
28062013	12
29062013	13
30062013	13
01072013	16
02072013	17
03072013	19
04072013	17
05072013	21
06072013	23
07072013	21
08072013	22
09072013	20
10072013	20
11072013	20
12072013	20
13072013	20
14072013	18
15072013	20
16072013	22
17072013	22
18072013	21
19072013	19
20072013	19
21072013	20
22072013	22
23072013	22
24072013	22
25072013	22
26072013	22
27072013	23
28072013	24
29072013	20
30072013	15
31072013	18
01082013	20
02082013	19
03082013	21
04082013	22
05082013	22
06082013	23
07082013	23
08082013	22
09082013	18
10082013	19
11082013	19
12082013	20
13082013	20
14082013	19
15082013	16
16082013	18
17082013	17
18082013	19
19082013	19
20082013	17
21082013	16
22082013	16
23082013	19
24082013	17
25082013	17
26082013	16
27082013	16
28082013	16
29082013	19
30082013	17
31082013	17
01092013	18
02092013	17
03092013	16
04092013	17
05092013	18
06092013	19
07092013	20
08092013	20
09092013	17
10092013	17
11092013	15
12092013	14
13092013	12
14092013	12
15092013	16
16092013	12
17092013	14
18092013	11
19092013	11
21092013	13
22092013	14
23092013	14
24092013	13
25092013	17
26092013	17
27092013	17
28092013	20
29092013	17
30092013	14
01102013	15
02102013	15
03102013	14
04102013	13
05102013	10
06102013	12
07102013	14
08102013	12
09102013	12
10102013	7
11102013	8
12102013	9
13102013	11
14102013	10
15102013	11
16102013	10
17102013	9
18102013	9
19102013	12
20102013	14
21102013	14
22102013	14
23102013	15
24102013	15
25102013	15
26102013	15
27102013	16
28102013	16
29102013	16
30102013	14
31102013	10
01112013	8
02112013	13
03112013	10
04112013	10
05112013	8
06112013	10
07112013	7
08112013	13
09112013	10
10112013	9
11112013	6
12112013	4
13112013	5
14112013	9
15112013	7
16112013	5
17112013	8
18112013	9
19112013	10
20112013	8
21112013	4
22112013	4
23112013	3
24112013	4
25112013	-1
26112013	-2
27112013	-4
28112013	-2
29112013	-3
30112013	-1
01122013	-3
02122013	0
03122013	-2
04122013	-3
05122013	-3
06122013	2
07122013	-1
08122013	0
09122013	0
12122013	-2
13122013	-4
14122013	-2
15122013	-2
16122013	-3
17122013	-4
18122013	-3
19122013	2
20122013	3
21122013	4
22122013	6
23122013	6
24122013	6
25122013	6
26122013	8
27122013	3
28122013	2
29122013	3
30122013	-1
31122013	0
