01012010	3
02012010	1
04012010	-1
05012010	1
06012010	1
07012010	-1
08012010	2
09012010	3
10012010	2
11012010	-1
12012010	0
13012010	3
14012010	3
15012010	1
16012010	0
17012010	2
18012010	0
22012010	-1
23012010	0
24012010	-1
25012010	1
26012010	0
27012010	-2
28012010	-2
29012010	-2
30012010	-1
31012010	-2
01022010	-5
03022010	0
04022010	2
05022010	0
06022010	1
07022010	-1
08022010	-1
09022010	0
10022010	0
11022010	1
12022010	2
13022010	-1
14022010	2
15022010	0
16022010	3
17022010	4
18022010	7
19022010	6
20022010	4
21022010	1
22022010	4
23022010	5
24022010	5
25022010	3
26022010	8
27022010	2
28022010	6
01032010	2
02032010	3
03032010	4
05032010	3
06032010	-3
07032010	1
08032010	0
09032010	-1
10032010	0
11032010	0
12032010	0
13032010	-1
14032010	0
15032010	2
16032010	3
17032010	2
18032010	8
19032010	7
20032010	10
21032010	10
22032010	11
23032010	10
24032010	10
25032010	11
26032010	12
27032010	5
28032010	6
29032010	8
30032010	8
31032010	5
01042010	5
02042010	1
03042010	6
04042010	7
05042010	4
06042010	3
07042010	6
08042010	9
09042010	7
10042010	8
11042010	7
12042010	8
13042010	7
14042010	4
15042010	9
16042010	6
17042010	10
18042010	8
19042010	6
20042010	8
21042010	12
22042010	13
23042010	13
24042010	12
25042010	11
26042010	16
27042010	14
28042010	12
29042010	14
30042010	16
01052010	15
02052010	15
03052010	12
04052010	13
05052010	11
06052010	8
07052010	9
08052010	11
09052010	12
10052010	12
11052010	14
12052010	13
13052010	12
14052010	11
15052010	11
16052010	12
17052010	11
18052010	10
19052010	12
20052010	12
21052010	13
22052010	13
23052010	17
24052010	0
25052010	19
26052010	17
27052010	15
28052010	14
29052010	16
30052010	17
31052010	16
01062010	14
02062010	19
03062010	17
04062010	16
05062010	19
06062010	19
07062010	21
08062010	21
09062010	18
10062010	21
11062010	20
12062010	21
13062010	21
14062010	19
15062010	18
16062010	17
17062010	16
18062010	14
19062010	16
20062010	13
21062010	13
22062010	15
23062010	16
24062010	17
25062010	19
26062010	18
27062010	20
28062010	21
29062010	23
30062010	21
01072010	22
02072010	22
03072010	24
04072010	22
05072010	22
06072010	23
07072010	20
08072010	22
09072010	22
10072010	23
11072010	22
12072010	21
13072010	23
14072010	24
15072010	24
16072010	23
17072010	23
18072010	22
19072010	22
20072010	23
21072010	20
22072010	24
23072010	20
24072010	19
25072010	18
26072010	18
27072010	19
28072010	18
29072010	18
30072010	15
31072010	16
01082010	18
02082010	20
03082010	20
04082010	19
05082010	16
06082010	16
07082010	17
08082010	17
09082010	19
10082010	19
11082010	21
12082010	18
13082010	18
14082010	17
15082010	16
16082010	13
17082010	14
18082010	19
19082010	19
20082010	20
21082010	20
22082010	20
23082010	21
24082010	22
25082010	21
26082010	20
27082010	23
28082010	21
29082010	18
30082010	14
31082010	14
01092010	11
02092010	12
03092010	15
04092010	17
05092010	18
06092010	16
07092010	15
08092010	15
09092010	13
10092010	14
11092010	12
12092010	13
13092010	17
14092010	13
15092010	14
16092010	17
17092010	19
18092010	15
19092010	14
20092010	14
21092010	15
22092010	12
23092010	13
24092010	14
25092010	12
26092010	8
27092010	12
28092010	12
29092010	8
30092010	10
01102010	15
02102010	14
04102010	16
05102010	16
06102010	12
07102010	13
08102010	15
09102010	13
10102010	9
11102010	10
12102010	8
13102010	9
14102010	8
15102010	7
16102010	9
17102010	8
18102010	7
19102010	4
20102010	6
21102010	3
22102010	5
23102010	10
24102010	10
25102010	8
26102010	6
27102010	4
28102010	2
29102010	3
30102010	4
31102010	10
01112010	10
02112010	11
03112010	7
04112010	8
05112010	9
06112010	11
07112010	11
08112010	8
09112010	7
10112010	7
11112010	5
12112010	4
13112010	9
14112010	10
15112010	10
16112010	10
17112010	7
18112010	5
19112010	8
20112010	7
21112010	7
22112010	7
23112010	4
24112010	1
25112010	1
26112010	0
27112010	-3
28112010	1
29112010	0
30112010	0
01122010	0
02122010	0
03122010	1
04122010	-1
06122010	0
07122010	1
08122010	3
09122010	4
10122010	1
11122010	-2
12122010	-1
13122010	-3
14122010	-5
15122010	-5
16122010	-7
17122010	-6
18122010	-6
20122010	-1
21122010	0
22122010	1
23122010	2
24122010	4
25122010	6
26122010	0
28122010	-4
29122010	-4
30122010	1
31122010	-1
