01012012	-2
02012012	3
03012012	1
04012012	0
05012012	-2
06012012	6
07012012	0
08012012	0
09012012	-1
10012012	-2
11012012	-1
12012012	-1
13012012	-1
14012012	-3
15012012	-4
16012012	-4
17012012	-4
18012012	-4
19012012	-3
20012012	-3
21012012	0
22012012	-1
23012012	0
24012012	-2
25012012	-1
26012012	-3
27012012	2
28012012	3
29012012	1
30012012	-1
01022012	-4
03022012	-7
04022012	-9
05022012	-8
06022012	-12
07022012	-10
08022012	-4
09022012	-7
11022012	-6
13022012	-9
14022012	-7
15022012	-5
16022012	-1
17022012	-1
18022012	0
19022012	3
20022012	2
21022012	2
22022012	-1
23022012	0
24022012	2
25022012	8
26022012	2
27022012	1
28022012	3
29022012	4
01032012	4
02032012	5
03032012	7
04032012	10
05032012	5
06032012	5
07032012	2
08032012	5
09032012	6
10032012	2
11032012	3
12032012	3
13032012	5
14032012	4
15032012	5
16032012	6
17032012	6
18032012	8
19032012	8
20032012	4
21032012	9
22032012	7
23032012	7
24032012	6
25032012	8
26032012	7
27032012	8
28032012	9
29032012	9
30032012	12
31032012	9
01042012	10
02042012	9
03042012	10
04042012	12
05042012	10
06042012	10
07042012	12
08042012	7
09042012	5
10042012	6
11042012	6
12042012	2
13042012	10
14042012	8
15042012	10
16042012	10
17042012	10
18042012	8
19042012	8
20042012	8
21042012	5
22042012	10
23042012	10
24042012	9
25042012	7
26042012	9
27042012	11
28042012	12
29042012	15
30042012	11
01052012	14
02052012	12
03052012	12
04052012	13
05052012	13
06052012	13
07052012	10
08052012	12
09052012	14
10052012	13
11052012	16
12052012	17
13052012	12
14052012	9
15052012	11
16052012	13
17052012	9
18052012	12
19052012	10
20052012	12
21052012	11
22052012	10
23052012	15
24052012	16
25052012	18
26052012	17
27052012	17
28052012	14
29052012	16
30052012	15
31052012	19
01062012	19
02062012	18
03062012	20
04062012	15
05062012	14
06062012	17
07062012	19
08062012	18
09062012	17
10062012	16
11062012	17
12062012	13
13062012	13
14062012	14
15062012	16
16062012	17
17062012	18
18062012	21
19062012	20
20062012	22
21062012	21
22062012	19
23062012	21
24062012	20
25062012	22
26062012	21
27062012	21
28062012	22
29062012	22
30062012	22
01072012	22
02072012	23
03072012	21
04072012	20
05072012	19
06072012	20
07072012	19
08072012	20
09072012	22
10072012	22
11072012	20
12072012	19
13072012	22
14072012	21
15072012	21
16072012	18
17072012	15
18072012	19
19072012	19
20072012	22
21072012	15
22072012	18
23072012	14
24072012	18
25072012	19
26072012	19
27072012	21
28072012	22
29072012	20
30072012	21
31072012	22
01082012	20
02082012	20
03082012	21
04082012	22
05082012	20
06082012	20
07082012	18
08082012	19
09082012	22
10082012	20
11082012	20
12082012	20
13082012	20
14082012	22
15082012	22
16082012	22
17082012	23
18082012	23
19082012	23
20082012	23
21082012	24
22082012	25
23082012	24
24082012	24
25082012	22
26082012	22
27082012	17
28082012	18
29082012	17
30082012	19
31082012	15
01092012	14
02092012	15
03092012	18
04092012	17
05092012	18
06092012	17
07092012	17
08092012	18
09092012	16
10092012	17
11092012	18
12092012	16
13092012	11
14092012	11
15092012	13
16092012	15
17092012	14
18092012	14
19092012	17
20092012	13
21092012	13
22092012	14
23092012	18
24092012	15
25092012	14
26092012	17
27092012	17
28092012	13
29092012	16
30092012	16
01102012	15
02102012	14
03102012	16
04102012	16
05102012	15
06102012	14
07102012	17
08102012	14
09102012	15
10102012	15
11102012	13
12102012	13
13102012	11
14102012	14
15102012	10
16102012	6
17102012	10
18102012	12
19102012	13
20102012	10
21102012	10
22102012	12
23102012	11
24102012	8
25102012	7
26102012	13
27102012	11
28102012	6
29102012	4
30102012	3
31102012	7
01112012	8
02112012	9
03112012	10
04112012	11
05112012	8
06112012	5
07112012	4
08112012	3
09112012	5
10112012	9
11112012	9
12112012	8
13112012	11
14112012	9
15112012	6
16112012	3
17112012	3
18112012	3
19112012	6
20112012	4
21112012	7
22112012	6
23112012	6
24112012	6
25112012	9
26112012	10
27112012	10
28112012	10
29112012	9
30112012	6
01122012	6
02122012	4
03122012	2
04122012	0
05122012	0
06122012	-2
07122012	-2
08122012	-5
09122012	-7
10122012	-3
11122012	-2
15122012	0
16122012	-1
17122012	1
18122012	-1
21122012	-1
24122012	0
25122012	4
26122012	4
27122012	4
28122012	1
29122012	1
30122012	-2
31122012	-2
