01012014	-4
02012014	-5
03012014	-5
04012014	-3
05012014	-0.8
06012014	-3.1
07012014	-2.2
08012014	-3.4
09012014	-2.5
10012014	-1.3
11012014	-1
12012014	-3
13012014	-5.6
14012014	-1.3
15012014	-2
16012014	-4.1
17012014	-0.6
18012014	3
19012014	-1
20012014	-3
21012014	-2.2
22012014	-0.8
23012014	0.3
24012014	-1.4
25012014	-5
26012014	-7.2
27012014	-6
28012014	-2.8
29012014	-4
30012014	-2.9
31012014	-0.1
01022014	-0.5
02022014	6.6
03022014	4.8
04022014	3
05022014	1
06022014	0.6
07022014	-1
08022014	4.8
09022014	5
10022014	1
11022014	-0.2
12022014	1
13022014	-2
14022014	-0.3
15022014	1.5
16022014	4.9
17022014	2.7
18022014	0.7
21022014	2.5
22022014	1.8
23022014	-0.9
24022014	-3
25022014	-0.1
26022014	1.9
27022014	4
28022014	0.1
01032014	6
02032014	4
03032014	-0.7
04032014	2.7
05032014	1.8
06032014	1
07032014	-0.4
08032014	1.7
09032014	9.9
10032014	9.5
11032014	6.1
12032014	4.6
13032014	6
14032014	3.7
15032014	4.6
16032014	2.8
17032014	2.7
18032014	5.9
19032014	5
20032014	5
21032014	1.9
22032014	2.2
23032014	2.3
24032014	8.1
25032014	10
26032014	9
27032014	6.5
28032014	4.2
29032014	5
30032014	4.3
31032014	3.2
01042014	7
02042014	3.4
03042014	9
04042014	8.2
05042014	6.3
06042014	6.1
07042014	8
08042014	3.9
09042014	7.7
10042014	9
11042014	9
12042014	9
13042014	8
14042014	10.3
15042014	10.7
16042014	9
17042014	10.2
18042014	8
19042014	7.8
20042014	11.6
21042014	9.5
22042014	10.9
23042014	11.6
24042014	12
25042014	9
26042014	9.9
27042014	10.8
28042014	14
29042014	14
30042014	14
01052014	11.2
02052014	14.4
03052014	13.6
04052014	13.6
05052014	13
06052014	14.7
07052014	14.6
08052014	15
09052014	13.7
10052014	17.6
11052014	18.8
12052014	16
13052014	14.8
14052014	16
15052014	14.9
16052014	15.5
17052014	14.8
18052014	15.5
19052014	17
20052014	14
21052014	14
22052014	15.8
23052014	13.2
24052014	15.9
25052014	16.8
26052014	17.4
27052014	16.8
28052014	18
29052014	17.6
30052014	16
31052014	14.7
01062014	18
02062014	17.7
03062014	18.4
04062014	19.6
05062014	19.4
06062014	19
07062014	16.2
08062014	18.7
09062014	17.1
10062014	20.4
11062014	19
12062014	18.4
13062014	20
14062014	18.3
15062014	18.6
16062014	17.8
17062014	19
18062014	17
19062014	15
20062014	15.8
21062014	15.2
22062014	17.8
23062014	18
24062014	16.6
25062014	18
26062014	17
27062014	17
28062014	18
29062014	16
30062014	19.3
01072014	18.4
02072014	21.9
03072014	21.1
04072014	23
05072014	19.1
06072014	18.9
07072014	20.9
08072014	18
09072014	14.1
10072014	16.5
11072014	13
12072014	12
13072014	11.8
14072014	14.7
15072014	12.6
16072014	12
17072014	13.5
18072014	14.3
19072014	16
20072014	18.3
21072014	17.4
22072014	17.8
23072014	20.1
24072014	19
25072014	18.4
26072014	18.8
27072014	18.7
28072014	20
29072014	15
30072014	14.6
31072014	18
01082014	18.2
02082014	18.6
03082014	19.5
04082014	17
05082014	15.9
06082014	16
07082014	14.8
08082014	16.3
09082014	19.2
10082014	18.8
11082014	20.6
12082014	21
13082014	20
14082014	19
15082014	19.8
16082014	21
17082014	23
18082014	20.6
19082014	21.6
20082014	21
21082014	19.1
22082014	20
23082014	20
24082014	18.5
25082014	18.2
26082014	17.8
27082014	20
28082014	17.4
29082014	19
30082014	18.3
31082014	17
01092014	15
02092014	16.5
03092014	14.1
04092014	15
05092014	12
06092014	14.2
07092014	16.1
08092014	14
09092014	12.6
10092014	13
11092014	14
12092014	14.4
13092014	16
14092014	17.6
15092014	18.3
16092014	20
17092014	14.4
18092014	16.9
19092014	17.5
20092014	18
21092014	14.7
22092014	9.3
23092014	12
24092014	16
25092014	14.9
26092014	15.8
27092014	17
28092014	16.8
29092014	17.6
30092014	17
01102014	14
02102014	12
03102014	13
04102014	12.8
05102014	17
06102014	14
07102014	10
08102014	6.8
09102014	10.5
10102014	12
11102014	12
12102014	14.1
13102014	15.3
14102014	17
15102014	14
16102014	13.6
17102014	12
18102014	10
19102014	9
20102014	11
21102014	11
22102014	9.8
23102014	9
24102014	7.9
25102014	12.6
26102014	12
27102014	11
28102014	9
29102014	7.6
30102014	12
31102014	11
01112014	6.4
02112014	7.2
03112014	10
04112014	6
05112014	4.2
06112014	7
07112014	7
08112014	6.9
09112014	7
10112014	5
11112014	2
12112014	6.2
13112014	6.9
14112014	8
15112014	6
16112014	9
17112014	9
18112014	8.9
19112014	4
20112014	4
21112014	6
22112014	4.9
23112014	8.5
24112014	6
25112014	5.6
26112014	4.4
27112014	2
28112014	2.3
29112014	0.6
30112014	3
01122014	1.5
02122014	7
03122014	6.7
04122014	8.4
05122014	8
06122014	7.8
07122014	8.8
08122014	9
09122014	10
10122014	8
11122014	4.8
12122014	6.7
13122014	8.1
14122014	8
15122014	7
16122014	2
17122014	-0.4
18122014	-1.4
19122014	-1.2
20122014	1.5
21122014	3
22122014	-1.2
23122014	-4
24122014	-5
25122014	-0.7
26122014	0.8
27122014	1.4
28122014	1
29122014	1.3
30122014	-1.6
31122014	-2
